b_A,mu,c,init_pop_size,extinction,rescue,mean_fraction,mean_rescue_time,var_fraction,var_rescue_time
0.12,1.00E-05,0.001,1000,1000,0,0,1.500627858,0,1.38973512
0.12,0.0001,0.0003,10,1000,0,0,0,0,0
0.12,0.0001,0.0003,100,1000,0,0,0,0,0
0.12,0.0001,0.0003,1000,1000,0,0,0,0,0
0.12,0.0001,0.0001,10,1000,0,0,0,0,0
0.12,0.0001,0.0001,100,1000,0,0,0,0,0
0.12,0.0001,0.0001,1000,1000,0,0,0,0,0
0.12,0.0001,0.003,10,1000,0,0,0.521702946,0,1.508746049
0.12,0.0001,0.003,100,1000,0,0,0.022380293,0,0.000464301
0.12,0.0001,0.003,1000,1000,0,0,0.000308608,0,9.04E-08
0.12,0.0001,0.001,10,1000,0,0,7.222042107,0,109.0834405
0.12,0.0001,0.001,100,1000,0,0,6.951936932,0,50.37159804
0.12,0.0001,0.001,1000,1000,0,0,3.157105731,0,54.37962668
0.12,0.001,0.0003,10,1000,0,0,0,0,0
0.12,0.001,0.0003,100,1000,0,0,0,0,0
0.12,0.001,0.0003,1000,1000,0,0,5.913975179,0,13.62665587
0.12,0.001,0.0001,10,1000,0,0,0,0,0
0.12,0.001,0.0001,100,1000,0,0,0,0,0
0.12,0.001,0.0001,1000,1000,0,0,0,0,0
0.12,0.001,0.003,10,1000,0,0,0.773640445,0,14.12127494
0.12,0.001,0.003,100,1000,0,0,0.029659197,0,0.026093071
0.12,0.001,0.003,1000,1000,0,0,0.001528887,0,0.001484432
0.12,0.001,0.001,10,1000,0,0,14.45224014,0,684.6816776
0.12,0.001,0.001,100,1000,0,0,7.706273209,0,162.4723445
0.12,0.001,0.001,1000,1000,0,0,3.599450105,0,66.96547274
0.12,0.1,0.0003,10,1000,0,0,31.78394468,0,1094.058632
0.12,0.1,0.0003,100,1000,0,0,0.702042229,0,0.096881794
0.12,0.1,0.0003,1000,1000,0,0,0.062171966,0,0.000695449
0.12,0.1,0.0001,10,1000,0,0,161.1160215,0,6860.072201
0.12,0.1,0.0001,100,1000,0,0,3.288581889,0,2.272243083
0.12,0.1,0.0001,1000,1000,0,0,0.202962476,0,0.002198769
0.12,0.1,0.003,10,1000,0,0,0.389721669,0,0.230137878
0.12,0.1,0.003,100,1000,0,0,0.017466175,0,0.000399419
0.12,0.1,0.003,1000,1000,0,0,0.000310066,0,9.09E-08
0.12,0.1,0.001,10,1000,0,0,1.643912404,0,7.350207257
0.12,0.1,0.001,100,1000,0,0,0.100652671,0,0.010430828
0.12,0.1,0.001,1000,1000,0,0,0.00992428,0,9.84E-05
0.15,0,0.0003,10,1000,0,0,0,0,0
0.15,0,0.0003,100,1000,0,0,0,0,0
0.15,0,0.0003,1000,1000,0,0,0,0,0
0.15,0,0.0001,10,1000,0,0,0,0,0
0.15,0,0.0001,100,1000,0,0,0,0,0
0.15,0,0.0001,1000,1000,0,0,0,0,0
0.15,0,0.003,10,1000,0,0,0,0,0
0.15,0,0.003,100,1000,0,0,0,0,0
0.15,0,0.003,1000,1000,0,0,0,0,0
0.15,0,0.001,10,1000,0,0,0,0,0
0.15,0,0.001,100,1000,0,0,0,0,0
0.15,0,0.001,1000,1000,0,0,0,0,0
0.15,1.00E-05,0.0003,10,1000,0,0,0,0,0
0.15,1.00E-05,0.0003,100,1000,0,0,0,0,0
0.15,1.00E-05,0.0003,1000,1000,0,0,0,0,0
0.15,1.00E-05,0.0001,10,1000,0,0,0,0,0
0.15,1.00E-05,0.0001,100,1000,0,0,0,0,0
0.15,1.00E-05,0.0001,1000,1000,0,0,0,0,0
0.15,1.00E-05,0.003,10,1000,0,0,0,0,0
0.15,1.00E-05,0.003,100,1000,0,0,3.861916019,0,6.004242948
0.15,1.00E-05,0.003,1000,1000,0,0,0.959525063,0,1.190084565
0.15,1.00E-05,0.001,10,1000,0,0,0,0,0
0.15,1.00E-05,0.001,100,1000,0,0,0,0,0
0.15,1.00E-05,0.001,1000,1000,0,0,0,0,0
0.15,0.0001,0.0003,10,1000,0,0,0,0,0
0.15,0.0001,0.0003,100,1000,0,0,0,0,0
0.15,0.0001,0.0003,1000,1000,0,0,0,0,0
0.15,0.0001,0.0001,10,1000,0,0,0,0,0
0.15,0.0001,0.0001,100,1000,0,0,0,0,0
0.15,0.0001,0.0001,1000,1000,0,0,0,0,0
0.15,0.0001,0.003,10,1000,0,0,6.316780511,0,26.63369771
0.15,0.0001,0.003,100,1000,0,0,2.816282008,0,15.13218914
0.15,0.0001,0.003,1000,1000,0,0,1.388120996,0,16.7758371
0.15,0.0001,0.001,10,1000,0,0,0,0,0
0.15,0.0001,0.001,100,1000,0,0,0,0,0
0.15,0.0001,0.001,1000,1000,0,0,0,0,0
0.15,0.001,0.0003,10,1000,0,0,0,0,0
0.15,0.001,0.0003,100,1000,0,0,0,0,0
0.15,0.001,0.0003,1000,1000,0,0,0,0,0
0.15,0.001,0.0001,10,1000,0,0,0,0,0
0.15,0.001,0.0001,100,1000,0,0,0,0,0
0.15,0.001,0.0001,1000,1000,0,0,0,0,0
0.15,0.001,0.003,10,1000,0,0,6.210336798,0,31.86892166
0.15,0.001,0.003,100,1000,0,0,4.54966606,0,44.49974238
0.15,0.001,0.003,1000,1000,0,0,2.762334165,0,78.34485636
0.15,0.001,0.001,10,1000,0,0,0,0,0
0.15,0.001,0.001,100,1000,0,0,0,0,0
0.15,0.001,0.001,1000,1000,0,0,3.155720068,0,4.014628946
0.15,0.1,0.0003,10,999,1,0.263157895,153.5379933,0,14527.57622
0.15,0.1,0.0003,100,995,5,0.215222146,2.625989292,0.013429931,1.360639177
0.15,0.1,0.0003,1000,987,13,0.303952991,0.172897108,0.035529394,0.002154768
0.15,0.1,0.0001,10,979,21,0.319797412,0,0.042735177,0
0.15,0.1,0.0001,100,926,74,0.356705788,84.69609373,0.027939446,20952.93556
0.15,0.1,0.0001,1000,916,84,0.322913249,0.572338508,0.026260404,0.008423168
0.15,0.1,0.003,10,1000,0,0,1.686396678,0,7.560811173
0.15,0.1,0.003,100,1000,0,0,0.103179483,0,0.011375542
0.15,0.1,0.003,1000,1000,0,0,0.010812137,0,0.00014042
0.15,0.1,0.001,10,1000,0,0,14.76869472,0,319.8825323
0.15,0.1,0.001,100,1000,0,0,0.45219141,0,0.070650226
0.15,0.1,0.001,1000,1000,0,0,0.042406666,0,0.000495941
0.2,0,0.0003,10,1000,0,0,0,0,0
0.2,0,0.0003,100,1000,0,0,0,0,0
0.2,0,0.0003,1000,1000,0,0,0,0,0
0.2,0,0.0001,10,1000,0,0,0,0,0
0.2,0,0.0001,100,1000,0,0,0,0,0
0.2,0,0.0001,1000,1000,0,0,0,0,0
0.2,0,0.003,10,1000,0,0,0,0,0
0.2,0,0.003,100,1000,0,0,0,0,0
0.2,0,0.003,1000,1000,0,0,0,0,0
0.2,0,0.001,10,1000,0,0,0,0,0
0.2,0,0.001,100,1000,0,0,0,0,0
0.2,0,0.001,1000,1000,0,0,0,0,0
0.2,1.00E-05,0.0003,10,1000,0,0,0,0,0
0.2,1.00E-05,0.0003,100,1000,0,0,0,0,0
0.2,1.00E-05,0.0003,1000,1000,0,0,0,0,0
0.2,1.00E-05,0.0001,10,1000,0,0,0,0,0
0.2,1.00E-05,0.0001,100,1000,0,0,0,0,0
0.2,1.00E-05,0.0001,1000,1000,0,0,0,0,0
0.2,1.00E-05,0.003,10,1000,0,0,0,0,0
0.2,1.00E-05,0.003,100,1000,0,0,0,0,0
0.2,1.00E-05,0.003,1000,1000,0,0,0,0,0
0.2,1.00E-05,0.001,10,1000,0,0,0,0,0
0.2,1.00E-05,0.001,100,1000,0,0,0,0,0
0.2,1.00E-05,0.001,1000,1000,0,0,0,0,0
0.2,0.0001,0.0003,10,1000,0,0,0,0,0
0.2,0.0001,0.0003,100,1000,0,0,0,0,0
0.2,0.0001,0.0003,1000,1000,0,0,0,0,0
0.2,0.0001,0.0001,10,1000,0,0,0,0,0
0.2,0.0001,0.0001,100,1000,0,0,0,0,0
0.2,0.0001,0.0001,1000,1000,0,0,0,0,0
0.2,0.0001,0.003,10,1000,0,0,0,0,0
0.2,0.0001,0.003,100,1000,0,0,0,0,0
0.2,0.0001,0.003,1000,1000,0,0,0,0,0
0.2,0.0001,0.001,10,1000,0,0,0,0,0
0.2,0.0001,0.001,100,1000,0,0,0,0,0
0.2,0.0001,0.001,1000,1000,0,0,0,0,0
0.2,0.001,0.0003,10,1000,0,0,0,0,0
0.2,0.001,0.0003,100,1000,0,0,0,0,0
0.2,0.001,0.0003,1000,1000,0,0,0,0,0
0.2,0.001,0.0001,10,1000,0,0,0,0,0
0.2,0.001,0.0001,100,1000,0,0,0,0,0
0.2,0.001,0.0001,1000,1000,0,0,0,0,0
0.2,0.001,0.003,10,1000,0,0,0,0,0
0.2,0.001,0.003,100,1000,0,0,2.708648524,0,1.566870609
0.2,0.001,0.003,1000,1000,0,0,4.320120036,0,12.36412168
0.2,0.001,0.001,10,1000,0,0,0,0,0
0.2,0.001,0.001,100,1000,0,0,0,0,0
0.2,0.001,0.001,1000,1000,0,0,0,0,0
0.2,0.1,0.0003,10,555,445,0.327910558,507.8418954,0.009403658,63670.89784
0.2,0.1,0.0003,100,271,729,0.318815316,172.9307924,0.007969933,66194.92593
0.2,0.1,0.0003,1000,257,743,0.317370617,0.402359178,0.006408655,0.007170244
0.2,0.1,0.0001,10,308,692,0.319710473,533.7118392,0.001477108,25840.3088
0.2,0.1,0.0001,100,1,999,0.317213214,482.1514572,0.001406413,7034.3463
0.2,0.1,0.0001,1000,1,999,0.317709216,1.425893848,0.00157469,0.044322725
0.2,0.1,0.003,10,1000,0,0,9.952861021,0,181.954787
0.2,0.1,0.003,100,1000,0,0,0.355541673,0,0.061084174
0.2,0.1,0.003,1000,1000,0,0,0.034845852,0,0.000509562
0.2,0.1,0.001,10,979,21,0.294869158,104.7049517,0.016710458,7134.022127
0.2,0.1,0.001,100,958,42,0.308539803,1.514900895,0.031648039,0.543107751
0.2,0.1,0.001,1000,970,30,0.315442982,0.114399566,0.020721693,0.001626523
0.25,0,0.0003,10,1000,0,0,0,0,0
0.25,0,0.0003,100,1000,0,0,0,0,0
0.25,0,0.0003,1000,1000,0,0,0,0,0
0.25,0,0.0001,10,1000,0,0,0,0,0
0.25,0,0.0001,100,1000,0,0,0,0,0
0.25,0,0.0001,1000,1000,0,0,0,0,0
0.25,0,0.003,10,1000,0,0,0,0,0
0.25,0,0.003,100,1000,0,0,0,0,0
0.25,0,0.003,1000,1000,0,0,0,0,0
0.25,0,0.001,10,1000,0,0,0,0,0
0.25,0,0.001,100,1000,0,0,0,0,0
0.25,0,0.001,1000,1000,0,0,0,0,0
0.25,1.00E-05,0.0003,10,1000,0,0,0,0,0
0.25,1.00E-05,0.0003,100,1000,0,0,0,0,0
0.25,1.00E-05,0.0003,1000,1000,0,0,0,0,0
0.25,1.00E-05,0.0001,10,1000,0,0,0,0,0
0.25,1.00E-05,0.0001,100,1000,0,0,0,0,0
0.25,1.00E-05,0.0001,1000,1000,0,0,0,0,0
0.25,1.00E-05,0.003,10,1000,0,0,0,0,0
0.25,1.00E-05,0.003,100,1000,0,0,0,0,0
0.25,1.00E-05,0.003,1000,1000,0,0,0,0,0
0.25,1.00E-05,0.001,10,1000,0,0,0,0,0
0.25,1.00E-05,0.001,100,1000,0,0,0,0,0
0.25,1.00E-05,0.001,1000,1000,0,0,0,0,0
0.25,0.0001,0.0003,10,1000,0,0,0,0,0
0.25,0.0001,0.0003,100,1000,0,0,0,0,0
0.25,0.0001,0.0003,1000,1000,0,0,0,0,0
0.25,0.0001,0.0001,10,1000,0,0,0,0,0
0.25,0.0001,0.0001,100,1000,0,0,0,0,0
0.25,0.0001,0.0001,1000,1000,0,0,0,0,0
0.25,0.0001,0.003,10,1000,0,0,0,0,0
0.25,0.0001,0.003,100,1000,0,0,0,0,0
0.25,0.0001,0.003,1000,1000,0,0,0,0,0
0.25,0.0001,0.001,10,1000,0,0,0,0,0
0.25,0.0001,0.001,100,1000,0,0,0,0,0
0.25,0.0001,0.001,1000,1000,0,0,0,0,0
0.25,0.001,0.0003,10,1000,0,0,0,0,0
0.25,0.001,0.0003,100,1000,0,0,0,0,0
0.25,0.001,0.0003,1000,1000,0,0,0,0,0
0.25,0.001,0.0001,10,1000,0,0,0,0,0
0.25,0.001,0.0001,100,1000,0,0,0,0,0
0.25,0.001,0.0001,1000,1000,0,0,0,0,0
0.25,0.001,0.003,10,1000,0,0,0,0,0
0.25,0.001,0.003,100,1000,0,0,0,0,0
0.25,0.001,0.003,1000,1000,0,0,0,0,0
0.25,0.001,0.001,10,1000,0,0,0,0,0
0.25,0.001,0.001,100,1000,0,0,0,0,0
0.25,0.001,0.001,1000,1000,0,0,0,0,0
0.25,0.1,0.0003,10,147,853,0.304393621,532.8942167,0.00220155,60421.49867
0.25,0.1,0.0003,100,0,1000,0.304116338,416.2586201,0.002179548,76675.72847
0.25,0.1,0.0003,1000,0,1000,0.303689574,0.675954467,0.002019242,0.016027529
0.25,0.1,0.0001,10,120,880,0.30533581,561.6945364,0.000660025,46436.70793
0.25,0.1,0.0001,100,0,1000,0.305054537,617.0363476,0.000645196,43312.94711
0.25,0.1,0.0001,1000,0,1000,0.30323854,2.988165109,0.000632875,0.414754726
0.25,0.1,0.003,10,998,2,0.258928571,30.1894828,0.013472577,1209.782366
0.25,0.1,0.003,100,1000,0,0,0.69430984,0,0.229968113
0.25,0.1,0.003,1000,997,3,0.319444444,0.062117042,0.002700617,0.001170416
0.25,0.1,0.001,10,603,397,0.312011154,177.4351424,0.014208026,17377.53696
0.25,0.1,0.001,100,506,494,0.306780072,3.749123378,0.010055132,197.5995178
0.25,0.1,0.001,1000,483,517,0.307138968,0.183395452,0.014480161,0.003241837
0.3,0,0.0003,10,1000,0,0,0,0,0
0.3,0,0.0003,100,1000,0,0,0,0,0
0.3,0,0.0003,1000,1000,0,0,0,0,0
0.3,0,0.0001,10,1000,0,0,0,0,0
0.3,0,0.0001,100,1000,0,0,0,0,0
0.3,0,0.0001,1000,1000,0,0,0,0,0
0.3,0,0.003,10,1000,0,0,0,0,0
0.3,0,0.003,100,1000,0,0,0,0,0
0.3,0,0.003,1000,1000,0,0,0,0,0
0.3,0,0.001,10,1000,0,0,0,0,0
0.3,0,0.001,100,1000,0,0,0,0,0
0.3,0,0.001,1000,1000,0,0,0,0,0
0.3,1.00E-05,0.0003,10,1000,0,0,0,0,0
0.3,1.00E-05,0.0003,100,1000,0,0,0,0,0
0.3,1.00E-05,0.0003,1000,1000,0,0,0,0,0
0.3,1.00E-05,0.0001,10,1000,0,0,0,0,0
0.3,1.00E-05,0.0001,100,1000,0,0,0,0,0
0.3,1.00E-05,0.0001,1000,1000,0,0,0,0,0
0.3,1.00E-05,0.003,10,1000,0,0,0,0,0
0.3,1.00E-05,0.003,100,1000,0,0,0,0,0
0.3,1.00E-05,0.003,1000,1000,0,0,0,0,0
0.3,1.00E-05,0.001,10,1000,0,0,0,0,0
0.3,1.00E-05,0.001,100,1000,0,0,0,0,0
0.3,1.00E-05,0.001,1000,1000,0,0,0,0,0
0.3,0.0001,0.0003,10,1000,0,0,0,0,0
0.3,0.0001,0.0003,100,1000,0,0,0,0,0
0.3,0.0001,0.0003,1000,1000,0,0,0,0,0
0.3,0.0001,0.0001,10,1000,0,0,0,0,0
0.3,0.0001,0.0001,100,1000,0,0,0,0,0
0.3,0.0001,0.0001,1000,1000,0,0,0,0,0
0.3,0.0001,0.003,10,1000,0,0,0,0,0
0.3,0.0001,0.003,100,1000,0,0,0,0,0
0.3,0.0001,0.003,1000,1000,0,0,0,0,0
0.3,0.0001,0.001,10,1000,0,0,0,0,0
0.3,0.0001,0.001,100,1000,0,0,0,0,0
0.3,0.0001,0.001,1000,1000,0,0,0,0,0
0.3,0.001,0.0003,10,1000,0,0,0,0,0
0.3,0.001,0.0003,100,1000,0,0,0,0,0
0.3,0.001,0.0003,1000,1000,0,0,0,0,0
0.3,0.001,0.0001,10,1000,0,0,0,0,0
0.3,0.001,0.0001,100,1000,0,0,0,0,0
0.3,0.001,0.0001,1000,1000,0,0,0,0,0
0.3,0.001,0.003,10,1000,0,0,0,0,0
0.3,0.001,0.003,100,1000,0,0,0,0,0
0.3,0.001,0.003,1000,1000,0,0,0,0,0
0.3,0.001,0.001,10,1000,0,0,0,0,0
0.3,0.001,0.001,100,1000,0,0,0,0,0
0.3,0.001,0.001,1000,1000,0,0,0,0,0
0.3,0.1,0.0003,10,59,941,0.29227431,503.6800705,0.001405771,57183.33383
0.3,0.1,0.0003,100,0,1000,0.294092975,458.6388197,0.001380964,70306.19859
0.3,0.1,0.0003,1000,0,1000,0.294821292,1.008048432,0.001376347,0.042236545
0.3,0.1,0.0001,10,47,953,0.29372338,0,0.000406675,0
0.3,0.1,0.0001,100,0,1000,0.294253886,0,0.000416342,0
0.3,0.1,0.0001,1000,0,1000,0.293396878,7.431442322,0.000453843,7.538331984
0.3,0.1,0.003,10,967,33,0.272172965,44.1557402,0.029235489,1809.613538
0.3,0.1,0.003,100,958,42,0.276933842,0.926071518,0.022842876,0.34747964
0.3,0.1,0.003,1000,955,45,0.291947392,0.076064449,0.020266245,0.001605297
0.3,0.1,0.001,10,140,860,0.292025693,207.9908948,0.005839232,18951.05314
0.3,0.1,0.001,100,62,938,0.294846851,29.92905707,0.006554652,6089.940394
0.3,0.1,0.001,1000,60,940,0.297409985,0.269114184,0.005721097,0.006896406
